Mass	Radius	phi	Temp	Rho	Pres	Lumi	H1	He4	He3	C12	C13	N14	N15	O16	O17	O18	Ne	Na	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni
0.9971186	0.8765	1.1407801660557373	753300.0	0.036410000000000005	3773000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9971483	0.877	1.1401315736744868	749800.0	0.03615	3728000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9971780000000001	0.8775	1.139483701133414	746200.0	0.03589	3683000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9972072	0.878	1.1388365473758637	742700.0	0.03563	3639000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9972363999999999	0.8785	1.138190111347574	739100.0	0.03537	3595000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9972654000000001	0.879	1.137544391899231	735600.0	0.03512	3552000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9972940999999999	0.8795	1.1368993879810811	732100.0	0.03486	3509000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9973228000000001	0.88	1.1362550984810316	728500.0	0.03461	3466000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9973511999999999	0.8805	1.1356115222892835	725000.0	0.03435	3424000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9973794	0.881	1.134968658362965	721500.0	0.0341	3382000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9974076	0.8815	1.1343265055648195	718000.0	0.03385	3340000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9974354999999999	0.882	1.1336850627921478	714400.0	0.0336	3299000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9974632	0.8825	1.1330443290089394	710900.0	0.033339999999999995	3258000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9974909	0.883	1.1324043030851079	707400.0	0.0331	3218000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9975181999999999	0.8835	1.1317649839570245	703900.0	0.03285	3177000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9975454	0.884	1.1311263705954466	700400.0	0.0326	3137000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9975726	0.8845	1.1304884618453368	696900.0	0.03235	3098000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9975993000000001	0.885	1.129851256681861	693400.0	0.03211	3059000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.997626	0.8855	1.12921475408249	689900.0	0.03186	3020000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9976526	0.886	1.1285789528992412	686400.0	0.03162	2982000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9976788000000001	0.8865	1.1279438521139578	682900.0	0.03137	2943000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.997705	0.887	1.1273094506789199	679500.0	0.03113	2905000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9977311	0.8875	1.1266757474532525	676000.0	0.030889999999999997	2868000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9977569	0.888	1.126042741393751	672500.0	0.03065	2831000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9977826	0.8885	1.1254104314594782	669100.0	0.030410000000000003	2794000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.997808	0.889	1.1247788166116133	665600.0	0.03017	2758000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9978333	0.8895	1.1241478958135909	662100.0	0.029930000000000002	2721000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9978584999999999	0.89	1.123517667967827	658700.0	0.0297	2686000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9978833	0.8905	1.1228881320737014	655200.0	0.029460000000000004	2650000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9979082	0.891	1.1222592870697767	651800.0	0.02922	2615000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9979329	0.8915	1.1216311318337937	648300.0	0.02899	2580000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9979572	0.892	1.1210036654031708	644900.0	0.02876	2545000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9979815000000001	0.8925	1.1203768867545632	641400.0	0.02852	2511000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9980056999999999	0.893	1.1197507947725767	638000.0	0.02829	2477000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9980295	0.8935	1.1191253884695642	634600.0	0.02806	2444000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9980533000000001	0.894	1.1185006668287285	631100.0	0.02783	2410000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9980771	0.8945	1.1178766287102768	627700.0	0.0276	2378000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9981003	0.895	1.1172532731642137	624300.0	0.02737	2345000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9981235999999999	0.8955	1.1166305992114818	620900.0	0.02715	2312000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9981469000000001	0.896	1.1160086056879392	617500.0	0.02692	2280000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9981696	0.8965	1.115387291649842	614100.0	0.02669	2249000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9981924000000001	0.897	1.1147666561244693	610600.0	0.02647	2217000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9982151	0.8975	1.1141466979856627	607300.0	0.02625	2186000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9982375	0.898	1.1135274162338387	603900.0	0.026019999999999998	2155000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9982597	0.8985	1.1129088099025288	600400.0	0.0258	2124000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9982818000000001	0.899	1.112290877965333	597100.0	0.025580000000000002	2094000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9983038000000001	0.8995	1.1116736193670893	593700.0	0.02536	2064000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9983254999999999	0.9	1.111057033116631	590300.0	0.02514	2034000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9983470999999999	0.9005	1.1104411182249163	586900.0	0.024919999999999998	2005000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9983687	0.901	1.1098258736124977	583500.0	0.0247	1976000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9983898000000001	0.9015	1.1092112983252926	580200.0	0.02449	1947000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9984109	0.902	1.108597391411325	576800.0	0.02427	1919000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9984318999999999	0.9025	1.1079841517976066	573400.0	0.024059999999999998	1890000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9984528	0.903	1.1073715784441767	570100.0	0.02384	1862000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
0.9984733	0.9035	1.106759670405178	566700.0	0.02363	1835000000000.0	0.9989100000000001	0.75488	0.23164	3.313e-05	0.002366	2.854e-05	0.0007009	1.716e-06	0.005806	2.337e-06	1.396e-05	0.0012779999999999998	3.306e-05	0.0006360000000000001	5.609e-05	0.0007019	6.437999999999999e-06	0.00034980000000000005	4.65e-06	7.042e-05	3.63e-06	6.035e-05	3.895e-08	3.005e-06	3.588e-07	1.753e-05	1.281e-05	0.001216	3.374e-06	7.184e-05
